,종목이름,종목코드,21_1Q_매출액,21_1Q_영업이익,21_1Q_순이익,21_2Q_매출액,21_2Q_영업이익,21_2Q_순이익,21_3Q_매출액,21_3Q_영업이익,21_3Q_순이익,21_4Q_매출액,21_4Q_영업이익,21_4Q_순이익,22_1Q_매출액,22_1Q_영업이익,22_1Q_순이익
352,한국조선해양,[009540],3680000000000.0,67472768000.0,63620163000.0,3800000000000.0,-897000000000.0,-722000000000.0,3560000000000.0,142000000000.0,193000000000.0,4460000000000.0,-697000000000.0,-675000000000.0,3910000000000.0,-396000000000.0,-293000000000.0
353,무림P&P,[009580],138000000000.0,-8886804439.0,-6467511253.0,161000000000.0,19561807447.0,15205888769.0,145000000000.0,8445140749.0,3836914377.0,169000000000.0,10266563978.0,7154394860.0,162000000000.0,10400102402.0,4589325163.0
354,삼보산업,[009620],82976087123.0,4052541720.0,6348708931.0,95857078948.0,4902751606.0,-2233087552.0,81666951734.0,1659312511.0,-1493992901.0,95525332601.0,3977365665.0,-746868336.0,118000000000.0,3045990310.0,658397752.0
355,모토닉,[009680],46968750782.0,3129324245.0,3264860490.0,52684253723.0,4207083997.0,3982122105.0,45897476197.0,2611963834.0,3359442789.0,50533434884.0,4407082696.0,1363714022.0,47986919800.0,2676351724.0,8417418222.0
356,코센,[009730],9085982249.0,-994582392.0,-928579156.0,10221211472.0,263796123.0,-865190663.0,13569605926.0,935698245.0,308709862.0,12726710392.0,849101441.0,-2214788385.0,13647759932.0,-198596769.0,376521670.0
357,삼정펄프,[009770],30249193248.0,2067728205.0,-1881160377.0,33917956373.0,1471858974.0,1687996935.0,33882756878.0,-925509865.0,-928760968.0,40087274881.0,-1269479420.0,8735999262.0,39202054821.0,-263871021.0,-3658218710.0
358,엠에스씨,[009780],36952485265.0,3702154560.0,3280766762.0,41337463202.0,7001652354.0,5552084223.0,39598991667.0,5015590970.0,4129953722.0,44159965173.0,5551832123.0,2425683514.0,43940198523.0,5477753829.0,4668927573.0
359,플레이그램,[009810],9213316541.0,-365892688.0,281159862.0,10175241134.0,-233051574.0,55344020.0,10533645781.0,-201400425.0,-195439578.0,10909603647.0,-710799695.0,-17902976704.0,13152911669.0,-695520708.0,-2733858583.0
360,한화솔루션,[009830],2400000000000.0,255000000000.0,385000000000.0,2780000000000.0,221000000000.0,223000000000.0,2580000000000.0,178000000000.0,193000000000.0,2960000000000.0,84266028207.0,-185000000000.0,2970000000000.0,158000000000.0,103000000000.0
361,명신산업,[009900],256000000000.0,25562388043.0,20798906145.0,275000000000.0,17166069297.0,13042741612.0,270000000000.0,22998942578.0,18609826037.0,307000000000.0,-9243969344.0,-7115264279.0,318000000000.0,21756441161.0,15614060857.0
362,영원무역홀딩스,[009970],644000000000.0,93323978640.0,83316538941.0,752000000000.0,117000000000.0,83729006868.0,859000000000.0,158000000000.0,140000000000.0,986000000000.0,203000000000.0,140000000000.0,890000000000.0,181000000000.0,141000000000.0
363,한국내화,[010040],48863541094.0,2136754104.0,2979226878.0,71379110939.0,2260769000.0,2983930707.0,65768209026.0,780841718.0,423054177.0,85727276275.0,3410768587.0,-701786254.0,76755200220.0,2742578827.0,1327778188.0
364,OCI,[010060],574000000000.0,47018557000.0,39757436000.0,767000000000.0,166000000000.0,145000000000.0,889000000000.0,195000000000.0,178000000000.0,1010000000000.0,218000000000.0,289000000000.0,1010000000000.0,162000000000.0,134000000000.0
365,한국프랜지,[010100],244000000000.0,8108796263.0,9927424986.0,249000000000.0,5437221491.0,3993728704.0,231000000000.0,3745567286.0,2530932417.0,280000000000.0,8910468044.0,3296540282.0,306000000000.0,8405234408.0,7467031000.0
366,LS ELECTRIC,[010120],589000000000.0,23352048906.0,15728825774.0,643000000000.0,47039125494.0,37696376036.0,683000000000.0,40443087143.0,9035009585.0,753000000000.0,44297655066.0,22391494114.0,730000000000.0,40566280052.0,34657742283.0
367,고려아연,[010130],2200000000000.0,270000000000.0,212000000000.0,2380000000000.0,273000000000.0,195000000000.0,2410000000000.0,266000000000.0,200000000000.0,2990000000000.0,287000000000.0,204000000000.0,2660000000000.0,285000000000.0,148000000000.0
368,삼성중공업,[010140],1570000000000.0,-507000000000.0,-536000000000.0,1720000000000.0,-438000000000.0,-447000000000.0,1490000000000.0,-110000000000.0,-124000000000.0,1850000000000.0,-257000000000.0,-345000000000.0,1480000000000.0,-94908336386.0,-104000000000.0
369,대한광통신,[010170],25525150523.0,-6908695146.0,-4866859460.0,50347293548.0,-2648516145.0,-108584607.0,32265530595.0,-2988637899.0,-3143702753.0,48472523481.0,-14928703929.0,-40995349558.0,38085470888.0,-1112638355.0,-1579395052.0
370,흥국,[010240],39939888090.0,5540438786.0,4648163816.0,38873306131.0,4102328073.0,2888326073.0,30710035879.0,2573357103.0,2441092114.0,32290563706.0,1619514997.0,1885138121.0,34937727990.0,3079829964.0,2507612041.0
371,쌍용정보통신,[010280],32671620219.0,-3739318754.0,-4103805087.0,46416223960.0,-2904789168.0,-3006507107.0,61759662628.0,2637582075.0,2583642674.0,102000000000.0,10406869834.0,3382502189.0,56444128566.0,-321442000.0,-166374968.0
372,우진아이엔에스,[010400],16253939614.0,-4731087526.0,-3999523447.0,24682715651.0,-730587480.0,-36720306.0,23749390479.0,-1358738932.0,-375237589.0,24788084973.0,93243677.0,1199476014.0,17348382392.0,-1537728091.0,-1218345528.0
373,한솔PNS,[010420],62857993603.0,1200476863.0,1026852685.0,58564212613.0,366670657.0,-223005048.0,58886839250.0,901621241.0,816173362.0,82634281548.0,2082555983.0,1983339986.0,74281944153.0,800130137.0,991321235.0
374,오리콤,[010470],30621634312.0,182443494.0,1469885088.0,40369140068.0,3131909112.0,2431701693.0,35108305160.0,1455743582.0,546300477.0,51258783898.0,1824970882.0,1699462774.0,40165247558.0,3698870001.0,2368157390.0
375,에스엠벡셀,[010580],20091335083.0,-2003982584.0,-2507654051.0,17033215574.0,-2417125958.0,-2696681130.0,16628347081.0,-2117347500.0,-1229129550.0,19324687967.0,-1643329109.0,-10172417463.0,20502473284.0,1146670952.0,1387326446.0
376,웰바이오텍,[010600],17171379256.0,-1250138662.0,-2075740247.0,41116376024.0,-2355990637.0,-5763323327.0,53421940120.0,1093001587.0,-532929278.0,9913629436.0,-1390138349.0,-12841657008.0,62125561817.0,2579871864.0,3705643882.0
377,현대미포조선,[010620],685000000000.0,17550364000.0,29939784000.0,723000000000.0,-192000000000.0,-147000000000.0,619000000000.0,34256593000.0,35271269000.0,861000000000.0,-77006864000.0,-78366217000.0,876000000000.0,-61835011000.0,-39458411000.0
378,진양폴리,[010640],11028007924.0,376290731.0,222779952.0,11933661260.0,676215751.0,517392998.0,14326284819.0,1851880466.0,1547065002.0,15781461714.0,1811031743.0,1514881031.0,13948853236.0,1252430220.0,902355132.0
379,화천기계,[010660],39991248561.0,-403883548.0,67943670.0,48959109829.0,1738486799.0,2036246968.0,42431046225.0,116549827.0,1461213533.0,44529665215.0,-190733506.0,1814346502.0,43453582423.0,69186569.0,742766997.0
380,화신,[010690],341000000000.0,9677810055.0,6863546000.0,296000000000.0,9862458708.0,17344271050.0,277000000000.0,2167279010.0,2560280132.0,322000000000.0,2449672577.0,-2400422991.0,345000000000.0,10848905878.0,25556012731.0
381,평화홀딩스,[010770],158000000000.0,4688339855.0,109596196.0,160000000000.0,5331225904.0,9439896839.0,152000000000.0,-2428324267.0,-8793765624.0,158000000000.0,7690775.0,-16438371997.0,170000000000.0,-557395901.0,-5153363350.0
382,아이에스동서,[010780],310000000000.0,40300810573.0,14259982412.0,335000000000.0,51170468888.0,3151059203.0,318000000000.0,52792295375.0,32240024922.0,645000000000.0,167000000000.0,61022156899.0,590000000000.0,112000000000.0,82198899643.0
383,퍼스텍,[010820],29118963428.0,-655066108.0,342597105.0,33038554582.0,1565989494.0,3106313505.0,30377442755.0,118526869.0,-106766748.0,44162516916.0,3305272124.0,532074032.0,30953643417.0,-843502619.0,-629981120.0
384,S-Oil,[010950],5340000000000.0,629000000000.0,345000000000.0,6710000000000.0,571000000000.0,411000000000.0,7120000000000.0,549000000000.0,335000000000.0,8290000000000.0,391000000000.0,289000000000.0,9290000000000.0,1330000000000.0,871000000000.0
385,삼호개발,[010960],75014612988.0,3528401798.0,3081447586.0,85435051973.0,46129194.0,1962859303.0,73763059918.0,5139632231.0,4619001233.0,83046345740.0,4370510360.0,4264214176.0,62611815754.0,3332550970.0,3878602994.0
386,진원생명과학,[011000],9193312717.0,-3172789539.0,-1829949237.0,12791016223.0,-6192451275.0,-6284068306.0,6514968603.0,-8554453499.0,-5501302734.0,10201057770.0,-9596548619.0,-2336179232.0,11935894788.0,-6776232095.0,-4621827823.0
387,경동제약,[011040],38954849346.0,4923820252.0,3623719404.0,42403961219.0,2549321976.0,1878368220.0,49358132028.0,6562687835.0,5092895822.0,46893887421.0,1719650261.0,2031874647.0,47136899408.0,5885802027.0,3221714942.0
388,LG이노텍,[011070],3070000000000.0,347000000000.0,251000000000.0,2350000000000.0,152000000000.0,147000000000.0,3800000000000.0,336000000000.0,227000000000.0,5720000000000.0,430000000000.0,262000000000.0,3950000000000.0,367000000000.0,268000000000.0
389,형지I&C,[011080],14203658818.0,-362082984.0,-342606316.0,18477603110.0,34627461.0,-823703080.0,12387649410.0,-37126975.0,-1067516490.0,20469470545.0,-2540357973.0,-1737117556.0,14543775913.0,414192084.0,-536448209.0
390,에넥스,[011090],60533816195.0,258329961.0,340161209.0,55728084817.0,-3756186368.0,-2974474805.0,55398818581.0,-2718557404.0,-2423896340.0,30110971828.0,-6116928485.0,15079706198.0,48565289478.0,-4123745906.0,-4905749010.0
391,CJ씨푸드,[011150],40993228768.0,2516551899.0,2607876109.0,35957627508.0,657481095.0,674358781.0,41279206407.0,933346513.0,1324530241.0,43912888948.0,391790781.0,-2402426168.0,39138080407.0,1481843663.0,1934304571.0
393,롯데케미칼,[011170],4170000000000.0,624000000000.0,538000000000.0,4350000000000.0,594000000000.0,501000000000.0,4440000000000.0,288000000000.0,313000000000.0,5160000000000.0,29521470787.0,73976857555.0,5590000000000.0,82634918836.0,117000000000.0
394,HMM,[011200],2430000000000.0,1020000000000.0,154000000000.0,2910000000000.0,1390000000000.0,211000000000.0,4020000000000.0,2270000000000.0,2300000000000.0,4440000000000.0,2700000000000.0,2670000000000.0,4920000000000.0,3150000000000.0,3130000000000.0
395,현대위아,[011210],1850000000000.0,27418000000.0,22494000000.0,1980000000000.0,45160000000.0,38339000000.0,1770000000000.0,31206000000.0,16714000000.0,1920000000000.0,-1059000000.0,-21476000000.0,1910000000000.0,51475000000.0,13277000000.0
396,삼화전자,[011230],10859917792.0,-569566728.0,-517004267.0,11494047186.0,-819299206.0,-595240791.0,11213373075.0,-979296373.0,-1011140066.0,10774838338.0,-1618713354.0,-1999953824.0,11529671578.0,-1690532128.0,-1807718194.0
397,태림포장,[011280],164000000000.0,13693718253.0,10309991009.0,170000000000.0,9306154565.0,6558577335.0,179000000000.0,6174284827.0,4489291825.0,199000000000.0,1005413079.0,-394449255.0,195000000000.0,8188375882.0,5623158422.0
398,성안,[011300],38385774321.0,-9655650979.0,-9193691874.0,10958654171.0,-2149472864.0,1950943949.0,12545731075.0,-2159240897.0,-1600858542.0,16995966003.0,7852575244.0,29368553668.0,20521360139.0,-665282181.0,-5494301773.0
399,유니크,[011320],60758132115.0,1287137484.0,2823960310.0,64581033463.0,1902682474.0,2935545822.0,57811971012.0,-363242611.0,-558501970.0,63551247522.0,1561140167.0,992460762.0,64891114873.0,1469917051.0,1075858672.0
400,유니켐,[011330],32823717992.0,2131039000.0,1526431300.0,36254527895.0,5917668635.0,4703418949.0,24902058919.0,2409319037.0,1767781458.0,29363064963.0,-952418183.0,-4470546578.0,31749060949.0,2803164649.0,1354806505.0
401,서한,[011370],104000000000.0,4207384053.0,2952821888.0,156000000000.0,26395925583.0,22049807032.0,152000000000.0,8419572736.0,7663878126.0,196000000000.0,16793194722.0,13750446154.0,160000000000.0,16730671656.0,11713513027.0
402,부산산업,[011390],25126548303.0,537883541.0,472559122.0,30540804278.0,1054476529.0,-3143721557.0,29406197590.0,-686285329.0,-370053526.0,42941422195.0,-508307641.0,-205946189.0,34004439150.0,215917948.0,389252488.0
403,갤럭시아에스엠,[011420],3624026266.0,-70167869.0,-140994119.0,8758267338.0,987422766.0,906131448.0,8143564260.0,1554956346.0,1203228972.0,8373608845.0,980203689.0,1713368925.0,5892300621.0,960598346.0,1220203997.0
404,한농화성,[011500],62016994269.0,3904311515.0,3509820058.0,62332320938.0,6109764491.0,6337741488.0,66864265657.0,6016964945.0,4817379849.0,77583049626.0,3512751890.0,5030649926.0,78931666221.0,3795997296.0,3120452061.0
405,세보엠이씨,[011560],79152752530.0,866930121.0,690258216.0,86723302349.0,331873906.0,2353491092.0,112000000000.0,6131093851.0,4934600236.0,154000000000.0,1261870768.0,4029413020.0,190000000000.0,5956813503.0,5022179221.0
406,와이투솔루션,[011690],24906253052.0,-1149448601.0,2549380989.0,24217750392.0,-197956538.0,800551690.0,26032203327.0,-1879232939.0,-2125644772.0,26366492489.0,-1302884155.0,-10882512552.0,24750639387.0,141254183.0,-555389122.0
407,한신기계,[011700],12395671821.0,998332824.0,784733184.0,11531695469.0,1028641213.0,1315349425.0,12256537408.0,140702167.0,326159402.0,18181343888.0,2992961583.0,1661221821.0,10892048899.0,502747986.0,50966950.0
408,현대코퍼레이션,[011760],752000000000.0,7000074047.0,11780276626.0,816000000000.0,6741485282.0,5901252073.0,1040000000000.0,10767990570.0,9808773744.0,1180000000000.0,10560351799.0,10515693854.0,1280000000000.0,14541452250.0,24426997932.0
409,금호석유,[011780],1850000000000.0,613000000000.0,476000000000.0,2200000000000.0,754000000000.0,583000000000.0,2240000000000.0,625000000000.0,605000000000.0,2170000000000.0,415000000000.0,302000000000.0,2200000000000.0,449000000000.0,373000000000.0
410,SKC,[011790],785000000000.0,81845672395.0,61188034843.0,787000000000.0,138000000000.0,74855674721.0,887000000000.0,146000000000.0,153000000000.0,938000000000.0,99573148599.0,23441597786.0,1120000000000.0,133000000000.0,91081051495.0
